gene_symbol,feature_id,tissue,assay,sex,comparison_group,logFC,logFC_se,shrunk_logFC,shrunk_logFC_se,p_value,adj_p_value,omics,selection_fdr,comparison_average_intensity,comparison_average_intensity_se,reference_average_intensity,reference_average_intensity_se,source_url,search_api_url,source_json,study,query_gene,match_basis,point_fill,estimate,estimate_se,ci_low,ci_high
BAG3,ensrnog00000020298,brown adipose,transcript-rna-seq,female,1w,0.23846462,0.16680986,0.041425448,0.09035339,0.15284348,1,transcriptomics,0.33071902,3526.652,181.59341,2772.6555,238.18727,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,0.041425448,0.09035339,-0.04892794200000001,0.131778838
BAG3,ensrnog00000020298,brown adipose,transcript-rna-seq,female,2w,-0.10968339,0.1736293,-0.010778438,0.055096135,0.5275763,1,transcriptomics,0.33071902,2794.074,100.19015,2772.6555,238.18727,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,-0.010778438,0.055096135,-0.06587457299999999,0.044317696999999996
BAG3,ensrnog00000020298,brown adipose,transcript-rna-seq,female,4w,-0.16492832,0.1780721,-0.0019139913,0.023097945,0.35434803,1,transcriptomics,0.33071902,2800.7517,228.40106,2772.6555,238.18727,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,-0.0019139913,0.023097945,-0.025011936300000003,0.0211839537
BAG3,ensrnog00000020298,brown adipose,transcript-rna-seq,female,8w,-0.22940998,0.18907596,-0.011403514,0.044926282,0.22500683,1,transcriptomics,0.33071902,2413.3079,254.95929,2772.6555,238.18727,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,-0.011403514,0.044926282,-0.056329796,0.033522767999999994
BAG3,ensrnog00000020298,white adipose,transcript-rna-seq,male,1w,0.14563166,0.1667824,0.06363869,0.11575301,0.382563,1,transcriptomics,0.58035004,1249.6373,70.62703,1221.2382,132.49025,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,0.06363869,0.11575301,-0.052114320000000006,0.1793917
BAG3,ensrnog00000020298,white adipose,transcript-rna-seq,male,2w,-0.041066572,0.15401809,-0.012391924,0.08490844,0.7897504,1,transcriptomics,0.58035004,1136.4236,54.26936,1221.2382,132.49025,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,-0.012391924,0.08490844,-0.097300364,0.072516516
BAG3,ensrnog00000020298,white adipose,transcript-rna-seq,male,4w,-0.04176474,0.15070601,-0.0030256002,0.040635195,0.78168243,1,transcriptomics,0.58035004,1118.6011,141.20697,1221.2382,132.49025,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,-0.0030256002,0.040635195,-0.0436607952,0.0376095948
BAG3,ensrnog00000020298,white adipose,transcript-rna-seq,male,8w,-0.16385937,0.15401311,-0.01159834,0.04328016,0.28735986,1,transcriptomics,0.58035004,1002.2381,33.83394,1221.2382,132.49025,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,-0.01159834,0.04328016,-0.0548785,0.03168182
BAG3,ensrnog00000020298,white adipose,transcript-rna-seq,female,1w,0.1854955,0.17838852,0.013763387,0.048782825,0.29841432,1,transcriptomics,0.58035004,1831.3599,62.59565,1751.9683,66.890045,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,0.013763387,0.048782825,-0.035019438,0.062546212
BAG3,ensrnog00000020298,white adipose,transcript-rna-seq,female,2w,0.21005785,0.1678223,0.006257562,0.03129505,0.21069077,1,transcriptomics,0.58035004,1825.0374,34.648853,1751.9683,66.890045,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,0.006257562,0.03129505,-0.025037487999999997,0.037552612
BAG3,ensrnog00000020298,white adipose,transcript-rna-seq,female,4w,0.20349899,0.16020449,3.6251746e-4,0.010135096,0.2039973,1,transcriptomics,0.58035004,1970.3711,171.69168,1751.9683,66.890045,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,3.6251746e-4,0.010135096,-0.00977257854,0.01049761346
BAG3,ensrnog00000020298,white adipose,transcript-rna-seq,female,8w,-0.08703479,0.12998085,-0.027574385,0.073657006,0.5031147,1,transcriptomics,0.58035004,1659.0553,142.08571,1751.9683,66.890045,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,-0.027574385,0.073657006,-0.101231391,0.046082621
BAG3,ensrnog00000020298,vena cava,transcript-rna-seq,male,1w,0.1463734,0.21304654,0.00517884,0.040156294,0.49205187,1,transcriptomics,1,5031.5137,617.902,4676.12,811.1012,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,0.00517884,0.040156294,-0.034977454000000005,0.045335134
BAG3,ensrnog00000020298,vena cava,transcript-rna-seq,male,2w,0.010606822,0.22513111,1.1632919e-6,0.002357936,0.9624224,1,transcriptomics,1,5141.243,663.8105,4676.12,811.1012,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,1.1632919e-6,0.002357936,-0.0023567727081,0.0023590992919
BAG3,ensrnog00000020298,vena cava,transcript-rna-seq,male,4w,-0.0042530354,0.20768896,-7.8687725e-7,0.002825058,0.9836621,1,transcriptomics,1,4867.418,557.08264,4676.12,811.1012,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,-7.8687725e-7,0.002825058,-0.00282584487725,0.00282427112275
BAG3,ensrnog00000020298,vena cava,transcript-rna-seq,male,8w,0.0074097794,0.21143596,2.290181e-6,0.0037182944,0.9720438,1,transcriptomics,1,4781.568,279.15405,4676.12,811.1012,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,2.290181e-6,0.0037182944,-0.003716004219,0.003720584581
BAG3,ensrnog00000020298,vena cava,transcript-rna-seq,female,4w,-0.019505069,0.18627934,-0.0015576521,0.05265816,0.91660696,1,transcriptomics,1,3584.4028,324.56384,3724.3694,211.78929,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,-0.0015576521,0.05265816,-0.0542158121,0.0511005079
BAG3,ensrnog00000020298,vena cava,transcript-rna-seq,female,8w,-0.029633896,0.1976158,-1.0113734e-5,0.003651075,0.88079846,1,transcriptomics,1,3799.0083,290.31882,3724.3694,211.78929,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,-1.0113734e-5,0.003651075,-0.0036611887340000002,0.003640961266
