record_key,screen_class,evidence_tier,species_scope,species_basis,screen_basis,review_status,title,authors,journal,publication_year,publication_types,is_preprint,has_preprint_version,linked_published_doi,doi,pmid,pmcid,cited_by_count,abstract_available,human_evidence,exercise_evidence,metabolomics_evidence,genetics_evidence,cpet_evidence,actigraphy_evidence,body_composition_evidence,diet_evidence,intervention_design,subject_term_evidence,homonym_risk,data_availability_evidence,accessions_in_record_text,source_systems,cross_source_conflicts,record_url,source_urls
doi:10.3389/fmolb.2024.1403844,secondary_synthesis,peer_reviewed_secondary_synthesis,human,title_abstract_text,tier=peer_reviewed_secondary_synthesis; species_basis=title_abstract_text; text_basis=text_with_abstract,requires_human_review,"Metabolomics studies in common multifactorial eye disorders: a review of biomarker discovery for age-related macular degeneration, glaucoma, diabetic retinopathy and myopia","Belete GT, Zhou L, Li KK, So PK, Do CW, Lam TC.",Frontiers in molecular biosciences,2024,journal article; review; review-article,false,false,,10.3389/fmolb.2024.1403844,39193222,PMC11347317,14,true,yes:text_inference,no_signal:text_inference,yes:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,not_stated_in_retrieved_text,subject_name_absent_from_title_and_abstract,not_assessed_subject_name_not_located,no_accession_in_retrieved_text,,europe_pmc,,https://europepmc.org/article/MED/39193222,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIP8mECig1MzA0MzQ4OA%3D%3D
doi:10.1161/circresaha.124.325614,secondary_synthesis,peer_reviewed_secondary_synthesis,not_stated_in_retrieved_text,no_species_term_in_abstract,tier=peer_reviewed_secondary_synthesis; species_basis=no_species_term_in_abstract; text_basis=text_with_abstract,requires_human_review,Skeletal Muscle as a Mediator of Interorgan Crosstalk During Exercise: Implications for Aging and Obesity,"Shero JA, Lindholm ME, Sandri M, Stanford KI.",Circulation research,2025,journal article; research-article; review,false,false,,10.1161/circresaha.124.325614,40403102,PMC12101524,13,true,no_signal:text_inference,yes:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,not_stated_in_retrieved_text,subject_name_absent_from_title_and_abstract,not_assessed_subject_name_not_located,no_accession_in_retrieved_text,,europe_pmc,,https://europepmc.org/article/MED/40403102,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIQG6ytCg1MTU3MDY0Nw%3D%3D
doi:10.3390/biom14101241,secondary_synthesis,peer_reviewed_secondary_synthesis,human_and_animal,title_abstract_text,tier=peer_reviewed_secondary_synthesis; species_basis=title_abstract_text; text_basis=text_with_abstract,requires_human_review,"Exercise, Neuroprotective Exerkines, and Parkinson's Disease: A Narrative Review","Mitchell AK, Bliss RR, Church FC.",Biomolecules,2024,journal article; review; review-article,false,false,,10.3390/biom14101241,39456173,PMC11506540,13,true,yes:text_inference,yes:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,not_stated_in_retrieved_text,subject_name_absent_from_title_and_abstract,not_assessed_subject_name_not_located,no_accession_in_retrieved_text,,europe_pmc,,https://europepmc.org/article/MED/39456173,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIQG6ytCg1MTU3MDY0Nw%3D%3D
doi:10.3390/foods13223529,secondary_synthesis,peer_reviewed_secondary_synthesis,human,title_abstract_text,tier=peer_reviewed_secondary_synthesis; species_basis=title_abstract_text; text_basis=text_with_abstract,requires_human_review,"Probiotic, Postbiotic, and Paraprobiotic Effects of Lactobacillus rhamnosus as a Modulator of Obesity-Associated Factors","López-Almada G, Mejía-León ME, Salazar-López NJ.","Foods (Basel, Switzerland)",2024,journal article; review; review-article,false,false,,10.3390/foods13223529,39593945,PMC11592899,13,true,yes:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,yes:text_inference,no_signal:text_inference,not_stated_in_retrieved_text,subject_name_absent_from_title_and_abstract,not_assessed_subject_name_not_located,no_accession_in_retrieved_text,,europe_pmc,,https://europepmc.org/article/MED/39593945,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIQG6ytCg1MTU3MDY0Nw%3D%3D
doi:10.3390/metabo14110589,secondary_synthesis,peer_reviewed_secondary_synthesis,not_stated_in_retrieved_text,no_species_term_in_abstract,tier=peer_reviewed_secondary_synthesis; species_basis=no_species_term_in_abstract; text_basis=text_with_abstract,requires_human_review,Exercise as a Therapeutic Strategy for Obesity: Central and Peripheral Mechanisms,"Zhang Y, Wang R, Liu T, Wang R.",Metabolites,2024,journal article; review; review-article,false,false,,10.3390/metabo14110589,39590824,PMC11596326,13,true,no_signal:text_inference,yes:text_inference,yes:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,not_stated_in_retrieved_text,subject_name_absent_from_title_and_abstract,not_assessed_subject_name_not_located,no_accession_in_retrieved_text,,europe_pmc,,https://europepmc.org/article/MED/39590824,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIQG6ytCg1MTU3MDY0Nw%3D%3D
doi:10.1021/acs.analchem.1c04360,secondary_synthesis,peer_reviewed_secondary_synthesis,not_stated_in_retrieved_text,no_abstract_text,tier=peer_reviewed_secondary_synthesis; species_basis=no_abstract_text; text_basis=text_title_only,advisory_only,"Serum Colorectal Cancer Biomarkers Unraveled by NMR Metabolomics: Past, Present, and Future","Salmerón AM, Tristán AI, Abreu AC, Fernández I.",Analytical chemistry,2022,"journal article; research support, non-u.s. gov't; review-article",false,false,,10.1021/acs.analchem.1c04360,34806875,PMC8756394,13,false,unknown:no_abstract_text,unknown:no_abstract_text,yes:text_inference,unknown:no_abstract_text,unknown:no_abstract_text,unknown:no_abstract_text,unknown:no_abstract_text,unknown:no_abstract_text,not_stated_in_retrieved_text,unknown_no_abstract_retrieved,not_assessed_subject_name_not_located,no_accession_in_retrieved_text,,europe_pmc,,https://europepmc.org/article/MED/34806875,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIP8mECig1MzA0MzQ4OA%3D%3D
doi:10.3390/brainsci13010049,secondary_synthesis,peer_reviewed_secondary_synthesis,human,title_abstract_text,tier=peer_reviewed_secondary_synthesis; species_basis=title_abstract_text; text_basis=text_with_abstract,requires_human_review,Lactate-Mediated Signaling in the Brain-An Update,"Vaccari-Cardoso B, Antipina M, Teschemacher AG, Kasparov S.",Brain sciences,2022,journal article; review; review-article,false,false,,10.3390/brainsci13010049,36672031,PMC9856103,11,true,yes:text_inference,no_signal:text_inference,yes:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,not_stated_in_retrieved_text,subject_name_absent_from_title_and_abstract,not_assessed_subject_name_not_located,no_accession_in_retrieved_text,,europe_pmc,,https://europepmc.org/article/MED/36672031,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIQG6ytCg1MTU3MDY0Nw%3D%3D
doi:10.2337/dbi23-0004,secondary_synthesis,peer_reviewed_secondary_synthesis,not_stated_in_retrieved_text,no_species_term_in_abstract,tier=peer_reviewed_secondary_synthesis; species_basis=no_species_term_in_abstract; text_basis=text_with_abstract,requires_human_review,Molecular Insights From Multiomics Studies of Physical Activity,"Wei W, Raun SH, Long JZ.",Diabetes,2024,"journal article; research support, n.i.h., extramural; research support, non-u.s. gov't; review; review-article",false,false,,10.2337/dbi23-0004,38241506,PMC10796296,10,true,no_signal:text_inference,yes:text_inference,yes:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,not_stated_in_retrieved_text,subject_name_absent_from_title_and_abstract,not_assessed_subject_name_not_located,no_accession_in_retrieved_text,,europe_pmc,,https://europepmc.org/article/MED/38241506,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=%2A
doi:10.1016/j.jesf.2023.12.002,secondary_synthesis,peer_reviewed_secondary_synthesis,not_stated_in_retrieved_text,no_species_term_in_abstract,tier=peer_reviewed_secondary_synthesis; species_basis=no_species_term_in_abstract; text_basis=text_with_abstract,requires_human_review,Molecular origin and biological effects of exercise mimetics,"Zhu Y, Song G.",Journal of exercise science and fitness,2024,journal article; review; review-article,false,false,,10.1016/j.jesf.2023.12.002,38187084,PMC10770624,9,true,no_signal:text_inference,yes:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,not_stated_in_retrieved_text,subject_name_absent_from_title_and_abstract,not_assessed_subject_name_not_located,no_accession_in_retrieved_text,,europe_pmc,,https://europepmc.org/article/MED/38187084,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIQG6ytCg1MTU3MDY0Nw%3D%3D
doi:10.3390/antiox12081488,secondary_synthesis,peer_reviewed_secondary_synthesis,human,title_abstract_text,tier=peer_reviewed_secondary_synthesis; species_basis=title_abstract_text; text_basis=text_with_abstract,requires_human_review,Physical Activity as a Modern Intervention in the Fight against Obesity-Related Inflammation in Type 2 Diabetes Mellitus and Gestational Diabetes,"Piotrowska K, Zgutka K, Tkacz M, Tarnowski M.","Antioxidants (Basel, Switzerland)",2023,journal article; review; review-article,false,false,,10.3390/antiox12081488,37627482,PMC10451679,9,true,yes:text_inference,yes:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,not_stated_in_retrieved_text,subject_name_absent_from_title_and_abstract,not_assessed_subject_name_not_located,no_accession_in_retrieved_text,,europe_pmc,,https://europepmc.org/article/MED/37627482,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIQG6ytCg1MTU3MDY0Nw%3D%3D
doi:10.1186/s13102-024-00876-8,secondary_synthesis,peer_reviewed_secondary_synthesis,human,title_abstract_text,tier=peer_reviewed_secondary_synthesis; species_basis=title_abstract_text; text_basis=text_with_abstract,requires_human_review,Application of exercise therapy in patients with chronic kidney disease-induced muscle atrophy: a scoping review,"Yin J, Zhang X, Wang Z, Qu Z, Sun X, Song Y, Zhang H.","BMC sports science, medicine & rehabilitation",2024,journal article; research-article; scoping review,false,false,,10.1186/s13102-024-00876-8,38689329,PMC11061900,8,true,yes:text_inference,yes:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,yes:text_inference,no_signal:text_inference,interventional_exercise_bout_or_program,subject_name_absent_from_title_and_abstract,not_assessed_subject_name_not_located,no_accession_in_retrieved_text,,europe_pmc,,https://europepmc.org/article/MED/38689329,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIP8mECig1MzA0MzQ4OA%3D%3D
doi:10.1002/ansa.202300003,secondary_synthesis,peer_reviewed_secondary_synthesis,not_stated_in_retrieved_text,no_species_term_in_abstract,tier=peer_reviewed_secondary_synthesis; species_basis=no_species_term_in_abstract; text_basis=text_with_abstract,requires_human_review,Mass Sportrometry: An annual look back at applications of mass spectrometry in sport and exercise science,"Ong ML, Green CG, Rowland SN, Heaney LM.",Analytical science advances,2023,journal article; review; review-article,false,false,,10.1002/ansa.202300003,38715927,PMC10989560,8,true,no_signal:text_inference,yes:text_inference,yes:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,not_stated_in_retrieved_text,subject_name_absent_from_title_and_abstract,not_assessed_subject_name_not_located,no_accession_in_retrieved_text,,europe_pmc,,https://europepmc.org/article/MED/38715927,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIQG6ytCg1MTU3MDY0Nw%3D%3D
doi:10.1016/j.tem.2023.09.006,secondary_synthesis,peer_reviewed_secondary_synthesis,not_stated_in_retrieved_text,no_species_term_in_abstract,tier=peer_reviewed_secondary_synthesis; species_basis=no_species_term_in_abstract; text_basis=text_with_abstract,requires_human_review,Hallmarks of the metabolic secretome,"Reghupaty SC, Dall NR, Svensson KJ.",Trends in endocrinology and metabolism: TEM,2024,journal article; research-article; review,false,false,,10.1016/j.tem.2023.09.006,37845120,PMC10841501,7,true,no_signal:text_inference,no_signal:text_inference,yes:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,not_stated_in_retrieved_text,subject_name_absent_from_title_and_abstract,not_assessed_subject_name_not_located,no_accession_in_retrieved_text,,europe_pmc,,https://europepmc.org/article/MED/37845120,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=%2A
doi:10.3389/fmicb.2024.1359949,secondary_synthesis,peer_reviewed_secondary_synthesis,human,title_abstract_text,tier=peer_reviewed_secondary_synthesis; species_basis=title_abstract_text; text_basis=text_with_abstract,requires_human_review,Postbiotics: emerging therapeutic approach in diabetic retinopathy,"Chen Q, Li XJ, Xie W, Su ZA, Qin GM, Yu CH.",Frontiers in microbiology,2024,journal article; review; review-article,false,false,,10.3389/fmicb.2024.1359949,38500583,PMC10946205,7,true,yes:text_inference,no_signal:text_inference,yes:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,yes:text_inference,not_stated_in_retrieved_text,subject_name_absent_from_title_and_abstract,not_assessed_subject_name_not_located,no_accession_in_retrieved_text,,europe_pmc,,https://europepmc.org/article/MED/38500583,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIQG6ytCg1MTU3MDY0Nw%3D%3D
doi:10.3390/molecules29235656,secondary_synthesis,peer_reviewed_secondary_synthesis,not_stated_in_retrieved_text,no_species_term_in_abstract,tier=peer_reviewed_secondary_synthesis; species_basis=no_species_term_in_abstract; text_basis=text_with_abstract,requires_human_review,Progress in Lactate Metabolism and Its Regulation via Small Molecule Drugs,"Liu J, Zhou F, Tang Y, Li L, Li L.","Molecules (Basel, Switzerland)",2024,journal article; review; review-article,false,false,,10.3390/molecules29235656,39683818,PMC11643809,6,true,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,not_stated_in_retrieved_text,subject_name_absent_from_title_and_abstract,not_assessed_subject_name_not_located,no_accession_in_retrieved_text,,europe_pmc,,https://europepmc.org/article/MED/39683818,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIP8mECig1MzA0MzQ4OA%3D%3D
doi:10.1002/dmrr.70060,secondary_synthesis,peer_reviewed_secondary_synthesis,not_stated_in_retrieved_text,no_species_term_in_abstract,tier=peer_reviewed_secondary_synthesis; species_basis=no_species_term_in_abstract; text_basis=text_with_abstract,requires_human_review,N-Lactoyl Amino Acids: Emerging Biomarkers in Metabolism and Disease,"Naja K, Hedaya L, Elashi AA, Rizzo M, Elrayess MA.",Diabetes/metabolism research and reviews,2025,"journal article; research support, non-u.s. gov't; review; review-article",false,false,,10.1002/dmrr.70060,40534243,PMC12177442,5,true,no_signal:text_inference,yes:text_inference,yes:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,not_stated_in_retrieved_text,subject_name_absent_from_title_and_abstract,not_assessed_subject_name_not_located,no_accession_in_retrieved_text,,europe_pmc,,https://europepmc.org/article/MED/40534243,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=%2A
doi:10.1186/s12889-025-21405-3,secondary_synthesis,peer_reviewed_secondary_synthesis,human,title_abstract_text,tier=peer_reviewed_secondary_synthesis; species_basis=title_abstract_text; text_basis=text_with_abstract,requires_human_review,Optimal exercise dose on Body Mass Index (BMI) in children and adolescents with overweight and obesity: a systematic review and bayesian model-based network meta-analysis,"Huang Z, Sun G, Li J, Zhang B, Lai G, Jing H, Zhou Y.",BMC public health,2025,journal article; network meta-analysis; review-article; systematic review,false,false,,10.1186/s12889-025-21405-3,39827114,PMC11742208,5,true,yes:text_inference,yes:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,yes:text_inference,no_signal:text_inference,randomized_controlled_trial,subject_name_absent_from_title_and_abstract,not_assessed_subject_name_not_located,no_accession_in_retrieved_text,,europe_pmc,,https://europepmc.org/article/MED/39827114,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIP8mECig1MzA0MzQ4OA%3D%3D
doi:10.1002/oby.24223,secondary_synthesis,peer_reviewed_secondary_synthesis,rodent,title_abstract_text,tier=peer_reviewed_secondary_synthesis; species_basis=title_abstract_text; text_basis=text_with_abstract,requires_human_review,Skeletal muscle growth to combat diabetes and obesity: the potential role of muscle-secreted factors,"Sammut MJ, Thorne BR, Melling CWJ.","Obesity (Silver Spring, Md.)",2025,journal article; review; review-article,false,false,,10.1002/oby.24223,39948829,PMC11897867,4,true,no_signal:text_inference,yes:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,not_stated_in_retrieved_text,subject_name_absent_from_title_and_abstract,not_assessed_subject_name_not_located,no_accession_in_retrieved_text,,europe_pmc,,https://europepmc.org/article/MED/39948829,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=%2A
doi:10.1007/s12265-024-10560-4,secondary_synthesis,peer_reviewed_secondary_synthesis,human_and_animal,title_abstract_text,tier=peer_reviewed_secondary_synthesis; species_basis=title_abstract_text; text_basis=text_with_abstract,advisory_only,CNDP2: An Enzyme Linking Metabolism and Cardiovascular Diseases?,"Ocariza MGC, Paton LN, Templeton EM, Pemberton CJ, Pilbrow AP, Appleby S.",Journal of cardiovascular translational research,2025,"journal article; research support, non-u.s. gov't; review; review-article",false,false,,10.1007/s12265-024-10560-4,39349903,PMC11885389,4,true,yes:text_inference,yes:text_inference,yes:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,not_stated_in_retrieved_text,subject_name_in_abstract,no_homonym_signal,no_accession_in_retrieved_text,,europe_pmc,,https://europepmc.org/article/MED/39349903,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIQG6ytCg1MTU3MDY0Nw%3D%3D
doi:10.1126/sciadv.adu7436,secondary_synthesis,peer_reviewed_secondary_synthesis,not_stated_in_retrieved_text,no_species_term_in_abstract,tier=peer_reviewed_secondary_synthesis; species_basis=no_species_term_in_abstract; text_basis=text_with_abstract,requires_human_review,Meeting metformin again for the first time,Green DR.,Science advances,2024,journal article; review-article,false,false,,10.1126/sciadv.adu7436,39693446,PMC11654691,4,true,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,not_stated_in_retrieved_text,subject_name_absent_from_title_and_abstract,not_assessed_subject_name_not_located,no_accession_in_retrieved_text,,europe_pmc,,https://europepmc.org/article/MED/39693446,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=%2A
doi:10.1177/11206721221140948,secondary_synthesis,peer_reviewed_secondary_synthesis,human,title_abstract_text,tier=peer_reviewed_secondary_synthesis; species_basis=title_abstract_text; text_basis=text_with_abstract,requires_human_review,The role of artificial intelligence in analysis of biofluid markers for diagnosis and management of glaucoma: A systematic review,"Pucchio A, Krance S, Pur DR, Bassi A, Miranda R, Felfeli T.",European journal of ophthalmology,2023,journal article; review-article; systematic review,false,false,,10.1177/11206721221140948,36426575,PMC10469503,4,true,yes:text_inference,no_signal:text_inference,yes:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,observational_cohort_or_cross_sectional,subject_name_absent_from_title_and_abstract,not_assessed_subject_name_not_located,no_accession_in_retrieved_text,,europe_pmc,,https://europepmc.org/article/MED/36426575,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIQG6ytCg1MTU3MDY0Nw%3D%3D
doi:10.1152/physrev.00001.2024,secondary_synthesis,peer_reviewed_secondary_synthesis,human,title_abstract_text,tier=peer_reviewed_secondary_synthesis; species_basis=title_abstract_text; text_basis=text_with_abstract,requires_human_review,The SLC-ome of membrane transport: From molecular discovery to physiology and clinical applications,"Gyimesi G, Tweedie S, Bruford E, Hediger MA.",Physiological reviews,2025,journal article; research-article; review,false,false,,10.1152/physrev.00001.2024,41026912,PMC7619124,3,true,yes:text_inference,no_signal:text_inference,yes:text_inference,yes:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,yes:text_inference,not_stated_in_retrieved_text,subject_name_absent_from_title_and_abstract,not_assessed_subject_name_not_located,no_accession_in_retrieved_text,,europe_pmc,,https://europepmc.org/article/MED/41026912,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIP8mECig1MzA0MzQ4OA%3D%3D
doi:10.3389/fcell.2025.1598794,secondary_synthesis,peer_reviewed_secondary_synthesis,not_stated_in_retrieved_text,no_species_term_in_abstract,tier=peer_reviewed_secondary_synthesis; species_basis=no_species_term_in_abstract; text_basis=text_with_abstract,requires_human_review,Exercise in atherosclerosis: its beneficial effects and underlying mechanism,"Yin MT, Guo L.",Frontiers in cell and developmental biology,2025,journal article; review; review-article,false,false,,10.3389/fcell.2025.1598794,40861271,PMC12375675,3,true,no_signal:text_inference,yes:text_inference,yes:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,not_stated_in_retrieved_text,subject_name_absent_from_title_and_abstract,not_assessed_subject_name_not_located,no_accession_in_retrieved_text,,europe_pmc,,https://europepmc.org/article/MED/40861271,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIQG6ytCg1MTU3MDY0Nw%3D%3D
